learner_id,signup_date,age,city_tier,education,hours_per_week_pledged,weekly_logins_avg,assignments_submitted,forum_posts,video_watch_pct,has_mentor,device,referral_source,payment_plan,days_since_last_login,certificate_issued,final_score,notes,completed_course,days_since_last_login_invalid
L-02124,2026-03-28,21.0,3,High School,2.1,1.85,0,2,19.2,0.0,Laptop,instagram,free,12.0,No,,follow up next intake,0.0,1
L-02585,2026-03-23,21.0,1,High School,8.1,5.37,4,6,72.1,1.0,Mobile,instagram,free,5.0,FALSE,,,0.0,0
L-00739,2026-06-08,27.0,2,High School,2.3,1.51,3,3,4.7,0.0,Mobile,youtube,paid,12.0,N,,,0.0,1
L-01468,2026-06-07,18.0,1,High School,4.5,1.95,5,6,16.7,0.0,Desktop,youtube,free,15.0,0,,,0.0,0
L-02412,2026-03-18,20.0,1,Other,3.3,2.38,6,1,60.0,0.0,Mobile,school_partner,free,18.0,TRUE,87.1,-,1.0,0
L-00699,2026-04-27,25.0,3,Bachelors,1.0,2.33,0,1,12.9,0.0,Desktop,other,scholarship,18.0,N,,called on phone,0.0,0
L-00718,2026-03-06,20.0,1,Diploma,9.9,1.55,2,0,45.5,0.0,Mobile,youtube,free,12.0,N,,follow up next intake,0.0,1
L-01500,2026-01-16,21.0,2,Masters,7.4,3.56,6,2,100.0,0.0,Laptop,ngo_outreach,scholarship,12.0,FALSE,,-,0.0,1
L-01551,2026-04-16,24.0,2,Masters,2.9,2.89,1,2,20.8,1.0,Mobile,friend,paid,12.0,Y,80.3,,1.0,1
L-02566,2026-06-06,18.0,1,High School,1.2,0.0,3,2,45.5,1.0,Laptop,friend,free,12.0,N,,,0.0,1
L-02038,2026-02-09,15.0,1,High School,9.4,5.47,4,10,53.8,0.0,Tablet,school_partner,free,2.0,Y,73.6,,1.0,0
L-00574,2026-03-22,15.0,2,High School,11.4,2.15,1,0,5.7,0.0,Mobile,friend,scholarship,17.0,0,,,0.0,0
L-02397,2026-02-01,19.0,Unknown,Masters,3.9,2.73,7,2,45.5,0.0,Laptop,friend,free,4.0,Yes,85.2,follow up next intake,1.0,0
L-01604,2026-02-11,26.0,1,Diploma,6.9,2.91,3,1,80.0,0.0,Mobile,instagram,scholarship,5.0,0,,asked about certificate,0.0,0
L-01023,2026-02-24,19.0,1,Bachelors,11.1,3.43,3,7,19.3,1.0,Laptop,other,free,16.0,0,,duplicate?  check,0.0,0
L-01111,2026-01-13,15.0,3,Diploma,7.1,5.24,4,9,82.0,1.0,Mobile,school_partner,free,12.0,no,,,0.0,1
L-00740,2026-02-22,27.0,3,Bachelors,7.1,2.83,7,2,45.5,1.0,Laptop,instagram,scholarship,12.0,1,74.0,follow up next intake,1.0,1
L-00456,2026-03-21,21.0,3,High School,4.5,1.32,2,3,18.0,1.0,Mobile,school_partner,free,12.0,N,,asked about certificate,0.0,1
L-01219,2026-03-01,21.0,2,High School,1.0,3.07,0,4,23.9,0.0,Mobile,friend,scholarship,18.0,1,81.3,-,1.0,0
L-01851,2026-06-06,17.0,3,Unknown,12.7,1.92,5,2,78.2,0.0,Laptop,friend,free,12.0,FALSE,,,0.0,0
L-00671,2026-01-05,18.0,1,Bachelors,1.5,3.78,5,2,40.4,0.0,Laptop,instagram,scholarship,18.0,Y,87.8,,1.0,0
L-00840,2026-02-20,21.0,2,Bachelors,5.1,0.63,2,5,8.6,0.0,Laptop,other,free,12.0,no,,,0.0,1
L-01497,2026-05-08,21.0,1,Diploma,7.1,4.14,7,4,62.3,1.0,Mobile,ngo_outreach,scholarship,3.0,1,73.6,-,1.0,0
L-00134,2026-05-15,23.0,1,Unknown,7.1,3.53,6,1,52.8,0.0,Tablet,friend,free,10.0,TRUE,84.3,,1.0,0
L-02092,2026-05-05,26.0,3,High School,5.0,5.54,5,5,25.6,1.0,Mobile,instagram,free,12.0,0,,,0.0,1
L-02500,2026-06-03,25.0,3,Bachelors,6.2,2.87,5,2,50.1,0.0,Laptop,youtube,paid,16.0,1,68.1,-,1.0,0
L-00354,2026-02-26,22.0,2,Masters,9.1,3.52,0,1,50.2,0.0,Mobile,instagram,scholarship,4.0,FALSE,,duplicate?  check,0.0,0
L-01507,2026-06-08,21.0,2,High School,1.9,1.0,1,5,7.0,0.0,Mobile,ngo_outreach,scholarship,12.0,No,,duplicate?  check,0.0,1
L-01309,2026-02-06,20.0,3,Diploma,7.7,3.24,4,1,72.0,1.0,Tablet,instagram,free,15.0,1,78.4,,1.0,0
L-00907,2026-02-04,29.0,3,Bachelors,8.8,5.54,6,6,82.3,0.0,Mobile,instagram,paid,17.0,no,,,0.0,0
L-02704,2026-01-02,18.0,3,Other,2.2,5.27,7,5,58.7,1.0,Laptop,friend,free,17.0,0,,asked about certificate,0.0,0
L-00984,2026-05-08,26.0,1,Bachelors,9.9,2.43,4,4,36.2,0.0,Mobile,friend,free,12.0,0,,called on phone,0.0,1
L-01391,2026-01-18,22.0,3,Bachelors,4.0,2.11,3,0,34.2,1.0,Mobile,school_partner,free,21.0,1,74.0,,1.0,0
L-02457,2026-06-06,22.0,1,Bachelors,8.3,3.13,8,0,74.9,0.0,Laptop,instagram,free,4.0,N,,,0.0,0
L-00073,2026-03-11,23.0,1,Bachelors,3.5,2.77,4,6,66.8,1.0,Mobile,friend,paid,12.0,Yes,65.1,asked about certificate,1.0,1
L-02014,2026-04-13,24.0,3,Other,9.2,3.94,2,8,52.4,0.0,Tablet,friend,scholarship,8.0,no,,,0.0,0
L-01212,2026-04-04,19.0,1,High School,1.2,3.19,3,7,26.6,0.0,Mobile,school_partner,scholarship,12.0,0,,duplicate?  check,0.0,1
L-00477,2026-03-25,17.0,1,Masters,4.8,0.78,1,2,21.6,0.0,Laptop,instagram,free,11.0,no,36.1,,0.0,0
L-01772,2026-06-26,21.0,1,Bachelors,7.1,2.23,5,6,57.3,0.0,Tablet,school_partner,free,12.0,TRUE,83.7,,1.0,1
L-00462,2026-03-13,21.0,2,Bachelors,7.1,3.91,7,4,45.9,0.0,Mobile,youtube,free,13.0,0,,-,0.0,0
L-01098,2026-04-21,23.0,3,High School,10.6,1.01,0,2,0.0,1.0,Desktop,school_partner,scholarship,12.0,FALSE,,asked about certificate,0.0,1
L-02722,2026-02-05,19.0,2,Bachelors,16.7,1.9,4,3,62.2,1.0,Mobile,youtube,paid,20.0,no,,,0.0,0
L-00240,2026-03-26,20.0,1,Bachelors,5.0,2.3,5,5,4.2,0.0,Laptop,friend,free,12.0,no,,,0.0,1
L-00551,2026-06-11,27.0,3,Unknown,10.3,5.62,9,1,83.5,0.0,Tablet,ngo_outreach,scholarship,5.0,TRUE,77.6,,1.0,0
L-01545,2026-02-20,26.0,3,Masters,5.7,0.88,1,7,31.7,-1.0,Desktop,youtube,scholarship,12.0,0,33.6,,0.0,1
L-01724,2026-01-18,15.0,1,Diploma,5.7,2.45,1,3,0.0,0.0,Laptop,school_partner,scholarship,10.0,N,16.2,,0.0,0
L-01417,2026-04-05,26.0,2,Masters,6.4,1.92,5,2,36.7,1.0,Mobile,instagram,free,17.0,No,,,0.0,0
L-02233,2026-02-08,15.0,2,High School,6.2,4.66,4,4,73.6,0.0,Laptop,other,scholarship,6.0,TRUE,80.2,follow up next intake,1.0,0
L-01351,2026-02-22,27.0,2,High School,8.9,3.66,6,5,43.0,0.0,Mobile,instagram,scholarship,12.0,0,,,0.0,1
L-01041,2026-05-05,15.0,1,Masters,9.0,2.9,2,4,44.9,0.0,Mobile,instagram,free,19.0,0,55.3,duplicate?  check,0.0,0
L-01289,2026-02-10,24.0,2,High School,12.6,4.73,7,1,88.6,0.0,Laptop,instagram,free,7.0,no,,,0.0,0
L-00637,2026-03-16,22.0,1,Bachelors,6.8,4.91,3,1,35.1,1.0,Mobile,school_partner,scholarship,21.0,Yes,75.7,called on phone,1.0,0
L-00948,2026-06-26,21.0,2,High School,3.1,2.0,5,2,57.9,0.0,Laptop,other,scholarship,12.0,no,,asked about certificate,0.0,1
L-02690,2026-02-10,24.0,1,High School,1.0,1.97,3,3,54.7,0.0,Laptop,youtube,free,6.0,FALSE,,,0.0,0
L-00903,2026-03-02,26.0,1,Bachelors,4.0,3.86,3,2,32.3,0.0,Mobile,instagram,free,12.0,0,,duplicate?  check,0.0,1
L-01286,2026-01-14,22.0,1,High School,8.3,2.19,0,4,0.0,1.0,Mobile,school_partner,scholarship,12.0,No,,follow up next intake,0.0,1
L-01761,2026-05-23,19.0,2,Bachelors,7.1,2.08,0,2,18.3,0.0,Laptop,ngo_outreach,scholarship,12.0,0,,,0.0,1
L-01988,2026-04-05,26.0,3,Masters,1.0,1.82,4,3,55.1,0.0,Mobile,other,scholarship,21.0,No,,,0.0,0
L-02155,2026-04-21,16.0,Unknown,High School,8.5,2.7,7,2,39.0,0.0,Mobile,ngo_outreach,paid,21.0,0,32.5,duplicate?  check,0.0,0
L-00557,2026-02-18,19.0,2,Bachelors,12.2,1.93,3,1,31.6,0.0,Mobile,ngo_outreach,paid,12.0,no,,asked about certificate,0.0,1
L-01780,2026-03-24,22.0,1,Diploma,6.6,0.29,2,4,37.4,1.0,Laptop,youtube,free,12.0,FALSE,,,0.0,1
L-00405,2026-05-09,27.0,2,Diploma,3.0,3.75,4,2,0.0,1.0,Mobile,instagram,free,13.0,Y,75.1,,1.0,0
L-01293,2026-04-26,18.0,2,Bachelors,3.4,1.08,0,2,16.1,1.0,Desktop,friend,paid,12.0,0,,follow up next intake,0.0,1
L-00474,2026-02-24,17.0,3,Bachelors,5.1,4.22,5,0,55.5,0.0,Tablet,ngo_outreach,paid,1.0,Yes,64.8,,1.0,0
L-02800,2026-02-01,23.0,3,Bachelors,7.4,1.63,2,4,50.3,0.0,Mobile,instagram,paid,12.0,no,,,0.0,1
L-00657,2026-03-17,25.0,1,Bachelors,8.7,3.1,3,3,100.0,0.0,Desktop,instagram,scholarship,12.0,No,,-,0.0,0
L-01959,2026-04-20,23.0,3,High School,3.1,3.89,1,8,34.5,1.0,Mobile,youtube,scholarship,19.0,FALSE,,asked about certificate,0.0,0
L-01346,2026-05-25,21.0,1,Diploma,15.2,3.71,5,0,66.8,0.0,Mobile,youtube,free,8.0,Yes,74.3,,1.0,0
L-00841,2026-02-23,28.0,2,Bachelors,4.2,2.89,1,2,35.1,0.0,Mobile,instagram,scholarship,12.0,no,,,0.0,1
L-01067,2026-05-23,25.0,1,High School,5.9,0.94,3,4,13.4,0.0,Laptop,youtube,free,12.0,0,,,0.0,1
L-02638,2026-05-03,24.0,2,Masters,1.0,3.88,4,3,37.4,0.0,Laptop,instagram,free,8.0,N,49.5,,0.0,0
L-01581,2026-04-03,19.0,3,Diploma,8.2,4.27,0,3,43.4,0.0,Laptop,friend,scholarship,11.0,No,,follow up next intake,0.0,0
L-00055,2026-03-21,23.0,2,Diploma,11.1,4.84,4,5,53.9,1.0,Mobile,instagram,free,12.0,N,51.8,-,0.0,1
L-00696,2026-04-01,19.0,1,Bachelors,4.7,2.92,4,3,80.3,1.0,Mobile,instagram,paid,12.0,TRUE,81.6,follow up next intake,1.0,1
L-00079,2026-06-14,23.0,1,High School,10.6,3.1,4,1,45.5,0.0,Mobile,instagram,paid,12.0,N,,called on phone,0.0,1
L-01900,2026-05-08,27.0,2,High School,5.1,3.32,1,9,34.6,0.0,Mobile,school_partner,scholarship,15.0,Yes,72.5,called on phone,1.0,0
L-01785,2026-01-01,19.0,2,Bachelors,9.0,2.61,7,5,41.4,1.0,Desktop,youtube,paid,16.0,yes,85.2,follow up next intake,1.0,0
L-00893,2026-04-05,22.0,3,High School,8.6,3.3,6,3,55.8,0.0,Laptop,instagram,free,18.0,0,,,0.0,0
L-00935,2026-05-21,29.0,3,High School,8.2,3.23,2,1,36.2,0.0,Mobile,instagram,paid,12.0,N,,requested extension,0.0,1
L-00785,2026-06-02,21.0,3,Masters,9.4,2.14,0,2,45.4,0.0,Laptop,instagram,scholarship,12.0,N,,asked about certificate,0.0,1
L-02713,2026-03-13,19.0,1,High School,10.4,4.32,2,7,26.4,0.0,Mobile,instagram,scholarship,18.0,0,42.5,,0.0,0
L-02190,2026-06-24,28.0,3,Diploma,4.8,2.06,4,2,41.1,0.0,Laptop,school_partner,free,12.0,no,,,0.0,1
L-02795,2026-03-26,21.0,3,High School,3.0,2.34,1,2,14.7,1.0,Mobile,instagram,paid,8.0,No,,,0.0,0
L-02483,2026-06-18,20.0,2,Bachelors,3.2,3.73,9,0,59.1,1.0,Laptop,school_partner,free,19.0,yes,71.5,-,1.0,0
L-01204,2026-01-17,26.0,2,Unknown,7.7,2.38,7,1,38.2,1.0,Mobile,friend,scholarship,10.0,No,,duplicate?  check,0.0,0
L-01678,2026-03-20,23.0,3,High School,9.9,2.57,1,4,21.2,1.0,Desktop,instagram,paid,11.0,FALSE,,asked about certificate,0.0,0
L-01580,2026-01-17,20.0,1,Bachelors,7.1,2.6,3,5,53.6,1.0,Mobile,school_partner,free,5.0,TRUE,85.7,,1.0,0
L-02798,2026-02-28,15.0,1,High School,4.7,3.13,4,4,45.5,0.0,Mobile,youtube,scholarship,9.0,FALSE,,asked about certificate,0.0,0
L-00218,2026-02-02,17.0,2,Other,5.5,4.75,3,5,54.2,0.0,Mobile,school_partner,scholarship,12.0,N,,,0.0,1
L-01808,2026-02-09,22.0,2,Bachelors,8.2,5.57,8,6,73.5,0.0,Laptop,friend,free,6.0,1,81.4,duplicate?  check,1.0,0
L-00313,2026-06-09,19.0,1,Masters,7.7,3.45,0,1,26.7,-1.0,Laptop,school_partner,free,17.0,N,,requested extension,0.0,0
L-00040,2026-03-02,18.0,2,Bachelors,7.6,1.73,1,2,62.4,-1.0,Mobile,friend,free,12.0,no,,duplicate?  check,0.0,1
L-01856,2026-06-22,21.0,2,Bachelors,5.9,2.58,2,1,26.6,0.0,Laptop,friend,scholarship,12.0,No,,-,0.0,1
L-01408,2026-05-19,21.0,1,Diploma,5.5,3.41,4,5,26.0,1.0,Mobile,school_partner,scholarship,12.0,Yes,90.6,requested extension,1.0,1
L-00566,2026-05-13,23.0,2,Bachelors,7.7,2.54,1,0,33.6,0.0,Mobile,friend,free,2.0,No,,follow up next intake,0.0,0
L-01280,2026-01-21,21.0,2,High School,7.1,2.22,0,3,34.0,0.0,Mobile,friend,scholarship,12.0,No,,follow up next intake,0.0,1
L-00505,2026-05-15,24.0,3,Diploma,2.7,2.74,0,0,20.3,0.0,Laptop,ngo_outreach,paid,12.0,no,,called on phone,0.0,1
L-02411,2026-05-19,21.0,2,Diploma,4.8,2.14,0,1,0.0,0.0,Desktop,school_partner,paid,12.0,FALSE,46.5,asked about certificate,0.0,1
L-01877,2026-04-14,22.0,2,High School,6.3,1.63,1,2,45.5,0.0,Tablet,other,scholarship,12.0,N,,,0.0,1
L-01027,2026-03-17,21.0,2,Bachelors,7.8,4.87,3,2,54.9,0.0,Laptop,youtube,free,9.0,N,,requested extension,0.0,0
L-01506,2026-06-25,20.0,3,Diploma,1.0,3.01,4,4,17.1,0.0,Laptop,youtube,paid,12.0,1,82.0,,1.0,1
L-00051,2026-05-08,18.0,3,Unknown,7.1,3.03,4,5,44.5,0.0,Mobile,youtube,free,10.0,1,71.8,,1.0,0
L-00851,2026-01-07,25.0,2,High School,10.4,4.9,4,1,39.2,0.0,Mobile,instagram,free,21.0,FALSE,44.7,duplicate?  check,0.0,0
L-00242,2026-01-02,32.0,2,Bachelors,10.3,3.88,3,12,67.7,1.0,Mobile,instagram,free,14.0,Yes,87.5,called on phone,1.0,0
L-02071,2026-03-28,24.0,3,Diploma,5.0,2.1,4,3,43.7,0.0,Tablet,instagram,scholarship,9.0,FALSE,54.9,asked about certificate,0.0,0
L-00837,2026-05-01,23.0,2,Bachelors,4.2,1.31,2,0,35.3,0.0,Mobile,other,free,12.0,0,,,0.0,1
L-00414,2026-05-25,22.0,3,Unknown,3.0,3.51,6,6,64.4,0.0,Mobile,ngo_outreach,free,12.0,No,,-,0.0,1
L-01553,2026-06-12,18.0,2,Unknown,9.7,2.39,6,0,19.0,0.0,Desktop,youtube,paid,12.0,TRUE,87.3,-,1.0,1
L-01154,2026-04-18,22.0,2,Masters,10.2,2.77,4,1,57.9,0.0,Mobile,instagram,free,17.0,No,,,0.0,0
L-00613,2026-03-06,25.0,1,High School,3.6,2.08,2,4,24.0,1.0,Tablet,friend,free,12.0,N,,-,0.0,1
L-02661,2026-03-07,21.0,1,High School,8.8,2.6,6,1,34.6,1.0,Mobile,friend,free,12.0,N,,,0.0,1
L-02361,2026-02-16,21.0,2,Bachelors,11.6,3.34,6,2,45.5,0.0,Mobile,school_partner,free,19.0,FALSE,,,0.0,0
L-01011,2026-01-14,21.0,2,Bachelors,5.1,4.52,1,2,43.7,0.0,Laptop,school_partner,free,12.0,FALSE,49.9,,0.0,1
L-01336,2026-01-03,19.0,2,High School,6.5,3.34,0,1,42.3,1.0,Mobile,youtube,free,12.0,No,,asked about certificate,0.0,1
L-02099,2026-02-24,32.0,1,High School,13.2,2.09,0,0,24.2,0.0,Desktop,school_partner,free,13.0,no,52.9,,0.0,0
L-01084,2026-03-12,22.0,2,High School,6.9,2.07,4,1,60.2,1.0,Mobile,youtube,scholarship,12.0,N,,-,0.0,1
L-01982,2026-06-11,24.0,2,Bachelors,7.9,3.13,6,10,40.8,0.0,Laptop,instagram,free,6.0,yes,69.3,,1.0,0
L-01409,2026-06-01,22.0,1,Bachelors,15.0,4.22,5,1,39.4,0.0,Desktop,school_partner,scholarship,4.0,Y,61.4,follow up next intake,1.0,0
L-00153,2026-03-13,22.0,2,Bachelors,10.7,2.82,4,6,40.3,0.0,Mobile,other,paid,11.0,yes,71.7,,1.0,0
L-01948,2026-03-28,25.0,1,High School,10.1,4.84,4,0,70.0,1.0,Laptop,ngo_outreach,paid,4.0,Y,75.3,,1.0,0
L-00669,2026-01-01,18.0,2,High School,7.5,2.52,2,2,60.3,0.0,Mobile,instagram,free,15.0,No,,,0.0,0
L-00220,2026-05-11,25.0,2,High School,15.2,7.0,10,6,72.0,0.0,Laptop,youtube,paid,2.0,0,75.6,,1.0,0
L-00180,2026-06-18,20.0,2,Bachelors,6.1,1.5,2,4,45.6,1.0,Laptop,instagram,paid,12.0,yes,94.6,,1.0,0
L-02501,2026-06-16,21.0,3,High School,7.1,5.22,1,1,6.2,0.0,Mobile,friend,free,11.0,N,,,0.0,0
L-01870,2026-06-17,23.0,2,Bachelors,4.3,3.12,9,0,0.0,0.0,Laptop,friend,free,16.0,Yes,79.3,requested extension,1.0,0
L-00167,2026-01-02,20.0,1,Bachelors,5.2,1.44,5,3,51.0,0.0,Laptop,friend,paid,4.0,1,65.2,follow up next intake,1.0,0
L-00391,2026-04-19,20.0,3,Bachelors,6.9,2.42,1,4,39.5,-1.0,Mobile,ngo_outreach,free,8.0,0,,duplicate?  check,0.0,0
L-02425,2026-05-26,25.0,1,High School,5.7,6.57,8,5,93.3,1.0,Mobile,youtube,free,18.0,yes,78.0,-,1.0,0
L-01880,2026-03-16,24.0,2,Diploma,12.5,6.84,9,4,100.0,1.0,Laptop,other,free,5.0,Yes,71.3,,1.0,0
L-02508,2026-03-09,25.0,1,High School,8.1,2.66,1,1,16.3,0.0,Tablet,school_partner,scholarship,12.0,No,,,0.0,1
L-01247,2026-01-02,17.0,1,High School,7.1,7.0,1,0,52.5,0.0,Mobile,school_partner,free,3.0,TRUE,87.0,,1.0,0
L-01944,2026-03-21,22.0,2,High School,8.1,1.63,4,1,45.5,-1.0,Laptop,instagram,scholarship,12.0,0,,requested extension,0.0,1
L-00316,2026-02-08,22.0,1,Bachelors,5.8,0.99,2,6,49.6,0.0,Mobile,instagram,free,19.0,0,,called on phone,0.0,0
L-00351,2026-04-18,15.0,2,Masters,8.3,3.59,2,0,68.2,1.0,Mobile,ngo_outreach,free,2.0,Y,74.8,,1.0,0
L-00013,2026-04-17,21.0,3,Masters,2.3,0.97,0,2,32.7,0.0,Desktop,youtube,scholarship,12.0,0,,,0.0,1
L-01675,2026-03-15,27.0,2,High School,8.4,2.49,4,1,58.9,-1.0,Laptop,school_partner,free,12.0,Yes,99.6,,1.0,1
L-01575,2026-01-28,27.0,2,High School,18.5,1.07,0,2,19.1,-1.0,Laptop,other,free,11.0,no,46.9,,0.0,0
L-00802,2026-04-06,19.0,1,Bachelors,5.2,1.31,2,1,45.5,1.0,Mobile,ngo_outreach,paid,12.0,yes,65.6,,1.0,1
L-01916,2026-03-06,23.0,1,Bachelors,9.2,5.1,7,2,60.7,0.0,Mobile,school_partner,scholarship,19.0,TRUE,85.5,,1.0,0
L-02602,2026-04-18,24.0,Unknown,High School,5.5,3.72,3,1,52.7,1.0,Tablet,instagram,scholarship,17.0,FALSE,,requested extension,0.0,0
L-02108,2026-02-08,31.0,1,Unknown,7.1,3.05,0,2,35.8,0.0,Mobile,instagram,paid,20.0,FALSE,43.2,asked about certificate,0.0,0
L-01021,2026-01-10,21.0,1,Bachelors,6.0,4.09,3,1,54.8,0.0,Mobile,ngo_outreach,scholarship,6.0,Y,72.7,duplicate?  check,1.0,0
L-00110,2026-05-05,22.0,1,Diploma,3.2,4.82,4,10,47.4,-1.0,Laptop,school_partner,paid,14.0,Y,71.0,follow up next intake,1.0,0
L-01261,2026-03-25,15.0,2,High School,7.1,3.77,3,4,68.6,0.0,Laptop,school_partner,paid,18.0,yes,81.7,called on phone,1.0,0
L-00439,2026-02-13,17.0,1,Bachelors,6.7,3.57,2,4,52.2,1.0,Mobile,school_partner,scholarship,12.0,0,,,0.0,1
L-00084,2026-03-16,24.0,2,Masters,2.9,5.41,5,0,42.7,1.0,Laptop,friend,scholarship,12.0,yes,84.5,asked about certificate,1.0,1
L-02709,2026-06-18,16.0,1,Bachelors,2.3,2.11,4,2,36.6,0.0,Tablet,instagram,free,18.0,0,,,0.0,0
L-00080,2026-01-05,24.0,3,Diploma,2.3,4.72,0,4,52.9,0.0,Mobile,instagram,free,12.0,0,,,0.0,1
L-02344,2026-05-13,29.0,1,Bachelors,6.5,1.33,0,0,19.5,1.0,Desktop,instagram,paid,12.0,N,,called on phone,0.0,1
L-01087,2026-02-16,22.0,1,Diploma,1.4,0.0,0,0,5.8,0.0,Mobile,school_partner,free,12.0,no,50.6,duplicate?  check,0.0,1
L-00520,2026-02-19,27.0,2,Diploma,3.6,2.49,0,8,17.6,1.0,Desktop,ngo_outreach,free,12.0,no,,-,0.0,1
L-00969,2026-02-11,25.0,3,Bachelors,6.4,1.47,0,1,52.9,0.0,Mobile,school_partner,free,7.0,FALSE,,asked about certificate,0.0,0
L-01059,2026-04-03,23.0,1,Bachelors,7.7,3.0,2,1,33.6,1.0,Tablet,instagram,free,12.0,FALSE,,called on phone,0.0,0
L-01576,2026-03-03,22.0,2,High School,2.2,4.09,2,3,19.6,0.0,Mobile,youtube,scholarship,12.0,no,,,0.0,1
L-02790,2026-03-22,24.0,2,Other,3.8,2.4,3,2,26.2,1.0,Mobile,school_partner,free,12.0,no,,,0.0,1
L-01757,2026-05-07,19.0,2,Bachelors,5.1,5.03,3,0,55.0,0.0,Laptop,youtube,free,12.0,yes,72.6,requested extension,1.0,1
L-00085,2026-06-18,15.0,2,High School,1.7,1.84,0,1,26.7,0.0,Mobile,friend,scholarship,17.0,Yes,,,0.0,0
L-02714,2026-04-13,24.0,1,High School,10.5,3.65,4,8,14.8,0.0,Laptop,friend,paid,10.0,No,,duplicate?  check,0.0,0
L-00979,2026-04-23,28.0,1,Masters,4.7,0.13,2,2,31.1,0.0,Tablet,instagram,scholarship,21.0,0,,-,0.0,0
L-01322,2026-06-08,20.0,2,Bachelors,6.4,3.1,1,3,46.2,0.0,Desktop,school_partner,free,16.0,0,,called on phone,0.0,0
L-00933,2026-06-05,21.0,2,Bachelors,6.6,2.23,4,1,0.0,0.0,Laptop,ngo_outreach,free,2.0,No,36.1,duplicate?  check,0.0,0
L-00649,2026-05-19,22.0,1,High School,8.7,3.43,3,0,83.1,1.0,Laptop,other,scholarship,2.0,Y,84.5,-,1.0,0
L-00661,2026-03-08,19.0,1,High School,2.1,4.77,0,2,19.9,1.0,Mobile,instagram,paid,12.0,no,,,0.0,1
L-01070,2026-01-09,23.0,2,Masters,14.7,3.13,6,4,85.1,0.0,Laptop,school_partner,scholarship,14.0,no,51.8,follow up next intake,0.0,0
L-02201,2026-04-04,26.0,2,Masters,10.3,6.36,9,0,94.8,0.0,Laptop,youtube,free,1.0,1,94.3,-,1.0,0
L-02026,2026-03-16,25.0,3,Bachelors,9.5,5.04,5,6,83.1,0.0,Laptop,school_partner,scholarship,4.0,TRUE,72.2,asked about certificate,1.0,0
L-00415,2026-01-03,19.0,3,Masters,6.2,4.88,5,0,45.5,0.0,Laptop,ngo_outreach,scholarship,12.0,no,,duplicate?  check,0.0,1
L-01740,2026-06-20,15.0,3,Bachelors,3.5,5.16,5,2,79.2,1.0,Laptop,school_partner,scholarship,19.0,TRUE,92.5,requested extension,1.0,0
L-02044,2026-01-03,26.0,2,High School,6.7,1.2,2,3,100.0,0.0,Laptop,youtube,free,12.0,0,,follow up next intake,0.0,1
L-02756,2026-06-17,18.0,1,High School,6.1,2.59,3,6,74.7,0.0,Mobile,friend,scholarship,3.0,Y,83.5,,1.0,0
L-00378,2026-01-04,18.0,2,Diploma,9.5,1.04,4,0,53.6,0.0,Mobile,school_partner,paid,12.0,Yes,84.9,,1.0,1
L-01878,2026-06-05,15.0,2,Diploma,8.5,2.42,2,1,56.2,-1.0,Mobile,youtube,free,14.0,No,,,0.0,0
L-00421,2026-01-05,24.0,2,Bachelors,6.2,3.19,5,3,0.0,1.0,Mobile,school_partner,free,11.0,yes,75.4,,1.0,0
L-00604,2026-06-26,20.0,3,Bachelors,11.7,3.09,1,5,56.9,0.0,Mobile,school_partner,free,7.0,no,55.3,,0.0,0
L-00577,2026-02-02,15.0,1,Diploma,5.5,4.68,6,6,76.3,-1.0,Mobile,friend,free,4.0,0,,,0.0,0
L-01371,2026-03-07,20.0,1,High School,6.5,6.83,4,2,45.5,1.0,Mobile,ngo_outreach,scholarship,15.0,No,57.0,asked about certificate,0.0,0
L-01242,2026-05-20,18.0,3,Bachelors,5.2,2.13,3,2,100.0,0.0,Laptop,youtube,scholarship,2.0,yes,65.0,,1.0,0
L-01929,2026-04-11,24.0,1,High School,7.8,6.91,8,1,74.2,1.0,Tablet,youtube,scholarship,4.0,Yes,94.9,duplicate?  check,1.0,0
L-00287,2026-01-10,16.0,2,Bachelors,1.0,2.86,6,4,55.2,1.0,Mobile,instagram,free,4.0,No,50.6,,0.0,0
L-00120,2026-05-05,22.0,2,Bachelors,9.0,3.67,5,1,56.0,0.0,Desktop,instagram,free,1.0,yes,100.0,,1.0,0
L-02246,2026-06-28,16.0,Unknown,Bachelors,10.4,3.94,0,0,47.8,0.0,Laptop,instagram,scholarship,12.0,FALSE,46.2,,0.0,1
L-02468,2026-04-07,22.0,2,Diploma,9.6,5.92,4,4,69.7,0.0,Laptop,ngo_outreach,scholarship,15.0,Yes,85.6,,1.0,0
L-01390,2026-05-16,25.0,1,High School,9.5,2.33,1,2,25.5,1.0,Mobile,friend,free,12.0,Y,77.4,,1.0,1
L-00966,2026-03-03,21.0,1,Unknown,1.0,0.85,3,3,0.0,0.0,Desktop,school_partner,free,21.0,0,,duplicate?  check,0.0,0
L-01804,2026-03-19,21.0,1,Diploma,6.7,5.44,3,0,49.3,0.0,Mobile,friend,paid,12.0,Y,66.5,,1.0,1
L-00169,2026-03-11,26.0,2,Other,4.4,0.6,0,5,5.8,0.0,Mobile,school_partner,free,17.0,N,,,0.0,0
L-02621,2026-02-06,19.0,Unknown,Masters,12.9,0.88,1,4,29.9,0.0,Mobile,instagram,scholarship,19.0,no,,duplicate?  check,0.0,0
